NumFeatures	MonoMass	MinElutionTime	MaxElutionTime	TopPIC.Unique.ID	TopPIC.Mass	TopPIC.Retention.Time	TopPIC.Proteoform.Details	TopPIC.E.Value	TDPortal.Unique.ID	TDPortal.Mass	TDPortal.Retention.Time	TDPortal.Proteoform.Details	TDPortal.E.Value	H3_C1	H3_C2	H3_C3	H3_C4	H3_C5	H4_A1	H4_A2	H4_A3	H4_A4
1	14157.4699	64.934	66.464	Pfdn1_0	14157.49975	65.70166667	D3ZX38  (2-122) [Acetyl]	3.62e-06	D3ZX38_14157.49954	14157.49954	65.63191892	D3ZX38  (2-122)  	1.65e-13	243700.7	905069.3		82070.34					
6	14159.4583	65.161	66.854											906405.6	687440.6		78238.03				108300.785	
36	14165.05375	38.831	41.546											15191250	4344464	9039749	28217980	50548065	1176391	7906683	1751332	11144145
1	14168.1121	44.536	45.859																30971.42			
2	14168.64025	38.522	41.913												5230104	2506538		32873780	1716725.95	18293490	493239.8	
14	14175.1285	37.443	40.414											18652040	6914156.5	6038319.5	26072505	37003160	2335336	10233687.5	754704.85	13220931
1	14176.1362	51.717	53.075											181110.6								
6	14178.6188	36.487	38.97											12607282.5	4196091	2122672	12222960	17543207	548533.6	4339409	631071.45	13591290
1	14182.15519	38.779	40.497											3576373								
1	14185.16723	76.096	77.389											584797.2								
8	14187.31781	31.717	32.684											243935.1		42315.82	150732.7	76101.96		120799.1	263934.5	
9	14188.19286	59.805	61.325											1375000	784044.85	84646.65	541565.1	219242.7	23379.67	148847.4	691316.55	
12	14190.6165	37.511	40.152											5951465	1901984	5270406	7707992	18860400	2501637.5	5434454	385371	15673285
1	14193.1407	38.307	40.32						P02688-4_14193.1569	14193.1569	39.17569339	P02688-4  (2-128) O-phospho-L-serine@1 RESID:37@111	2.27e-05	27590700	9908905	5191195	27866610	49734970	2774167	16630900	950815.1	27018750
10	14196.1195	38.114	40.422											6022935	2049388	6099112	23532908	33518510	1387381.5	6624550	1103211	7343688
3	14196.93535	79.478	80.393											201504.2	215673.3							
2	14198.43585	79.418	80.393											246152.1	235064							
1	14199.1375	39.471	41.98											230969.4				9261762				
1	14201.161	59.314	60.715														129348.9					
4	14203.17657	76.023	77.28											1398319.1	781404.7							
1	14203.6127	15.398	16.88																		22246.31	
1	14205.4806	94.487	95.555	Rida_1	14205.52871	95.66466667	P52759  (2-137) [Acetyl]	6.28e-09	P52759_14205.52843	14205.52843	95.62552883	P52759  (2-137)  	3.6e-09	68601.35	105524.2	11481.63					162242.5	
3	14206.4756	94.692	96.118											59277.65	129359.9	11580.285					55557.66	
12	14207.0994	37.776	40.273											8979698.5	3474375	1390101	24650925	13526875.5	436020	3106032	1498625	4066494
1	14207.1085	37.995	40.892						P02688-4_14207.17255	14207.17255	39.04994235	P02688-4  (2-128) omega-N-methyl-L-arginine@1, O-phospho-L-serine@1 RESID:69@103|RESID:37@111	5.37e-05	55263260	19573030	10461400	58042500	102557700	3178150	24220610	1947953	25550270
1	14208.1757	48.127	49.438																31642.95			
6	14209.10769	38.307	41.082											32683993	10973865	3982928	13206490	24018495	1763863.65	14278642.5	1742498	22334290
2	14211.1083	38.185	40.901											48426660	1740030	10855530	33418335	48395750	2855124	22144920		18735870
1	14213.1271	40.059	41.597															2333276				
1	14215.1009	38.542	40.838															2302964				
1	14216.12289	39.755	41.271											959032.8								
1	14218.1296	37.227	38.452															1988951				
1	14221.153	38.308	40.559						P02688-4_14221.1882	14221.1882	37.37049323	P02688-4  (2-128) omega-N,omega-N'-dimethyl-L-arginine@1, O-phospho-L-serine@1 RESID:67@103|RESID:37@111	0.118917908	36027320	14615070	8689249	47308010	99691510	2833745	20597160	1580457	23694670
19	14226.12357	38.144	40.888											8075190.5	2317927	5867256	13105630	22785885	2367866	6171983.5	1473419.5	4914025
1	14228.13742	39.627	41.168														2042136					
1	14229.15121	40.097	41.836											325352			1781173	815611.5				
3	14235.10813	40.268	43.193												3197303		6302983.5	9835941	727407.045			15207760
12	14241.074	38.113	40.438											9304899	4697193	3296430.5	15236350	13813485	1574131	5693720	544004.9	11035660
3	14244.1079	38.414	40.331											3070239	4569474	1916456	8195121	20667109	625839.75	3477425	362177.6	7184967
5	14244.3316	32.498	33.633																		95858.86	
1	14245.13174	39.824	41.028						P02688-4_14245.12832	14245.12832	38.81530356	P02688-4  (2-128) O-phospho-L-serine@1, O-phospho-L-serine@1, omega-N-methyl-L-arginine@1 RESID:37@6|RESID:37@11|RESID:69@103	198.6279773					2188977				
1	14247.15781	39.137	40.86																			2755733
1	14247.4338	76.244	77.534											199059.6								
1	14254.98505	68.849	69.995	Sncb_23	14254.99543	69.465	Q63754  (1-134) [Acetyl]	1.5e-23	A0A0G2JSQ1_14254.99513	14254.99513	69.06380635	A0A0G2JSQ1  (1-134)  	5.72e-46	47057180	18185470	294365	14330600	4193429	87048.87	319765.8	4851218	
10	14256.97	68.771	70.426											20167535.5	14490630	371229.1	12447960	4347023	67318.65	543562.05	692602.8	
14	14257.62365	37.9	40.018											3154535	910937.3	1678127	6179274	6922828.5	445631.4	2868747		4600241.5
2	14259.1504	38.168	40.394														1396041			665282		
1	14261.14682	38.815	40.897													768301.9						
1	14262.4007	76.244	77.389											140831								
1	14264.57148	51.583	53.178												282204.8							
1	14265.64185	38.908	41.705													426780.5	3372975	4755456	206886.5	1775018		1656314
1	14266.67674	51.63	53.138											519519.2								
2	14267.65245	38.028	40.654												839495.3		5295709	8313144		1398242		3444230
2	14268.9599	67.444	69.154											656222.7	8112292		10023820				5001368	
2	14270.9723	66.92	69.046	Sncb_28 & Sncb_22	14270.94154 & 14271.14785	66.38116667 & 68.275	Q63754  (1-134) [Carbamyl] & [Plus1Oxy] & Q63754  (1-134) [Acetyl] & [Plus1Oxy]	1.36e-07 & 2.14e-16						22842483.45	8557887		11593450	3480455		1706876	4339495	
4	14272.95074	66.747	69.594											23332276	10661120		12019440	3615436		656776.4	3224190	
8	14273.09316	37.938	40.061											4552985	1293629	980087.8	3552735.5	13024650	210618.4	2462700		2316286
2	14273.1457	38.963	40.258						P02688-4_14273.12323 & B1WC00_14273.20094	14273.12323 & 14273.20094	36.30532657 & 39.19931351	P02688-4  (2-128) O-phospho-L-serine@1, O-phospho-L-serine@1 RESID:37@117|RESID:37@121 & B1WC00  (2-128)  	5.111112324 & 2.111794782	2172229	1116496	928150.1	2762542.1	8421736	291169	2924926	39063.8	3304156.2
2	14274.1113	37.936	40.56											3159653	1498799	1050718	5174851	7481428.5	150251.5	1953167		1382137
2	14276.12687	39.117	41.084													755304.9	4650767	9822027	179190.6	1797615		1244306.1
1	14276.6622	61.942	63.696												41764.3							
1	14278.14218	39.354	40.892														2226912	742571.8		665157.9		1842212
2	14278.7311	84.824	85.537											47194.885	39337.31	11301.36	21104.49	7571.85		9182.67	11449.1	
3	14280.73496	84.797	85.51											51191.01	44639.625	10114.97	18801.97	8108.97		7084.545	12148.69	
1	14281.1624	38.963	40.712														1841041					816359.9
2	14285.9518	64.273	67.21	Sncb_21 & Sncb_20	14286.01019 & 14285.93791	64.591 & 65.5615	Q63754  (1-134) [73.0253] & Q63754  (1-134) [Acetyl] & [Plus2Oxy]	2.54e-16 & 1.21e-06						33983520	11127500		7075666.5	2638952		1619637.5	1541954	
1	14287.1282	38.992	40.587						P02688-4_14287.13888	14287.13888	38.17170303	P02688-4  (2-128) O-phospho-L-threonine@1, omega-N-methyl-L-arginine@1, O-phospho-L-serine@1 RESID:38@16|RESID:69@103|RESID:37@111	66.019689	1198791	316483.3		1429590	3953262				
5	14288.48865	64.791	67.14											36323170	4403604		7642995	2742842.5		1378014	1133218	
13	14289.09745	38.874	40.543											5734940	1661825	1121598	6074892	12653200	312220.4	3414755	108920.1	3377497.5
6	14295.54178	79.477	80.425											1090252	819126.4	151887.4	405850.15	55897.28			206148.3	
5	14296.72308	84.61	85.323											16907.18	15407.535	7332.695	15987.21	3871.01		6080.295		
1	14296.95795	70.631	72.261											330362.3	318512.8							
5	14297.1558	38.917	40.529											998970.3		538245.95	723808.2	2991394		2527279		2484185
2	14299.025	70.42	72.261											439657.1	280914.6							
1	14302.086	39.05	40.567						P02688-4_14301.15453	14301.15453	39.49559749	P02688-4  (2-128) O-phospho-L-threonine@1, omega-N,omega-N'-dimethyl-L-arginine@1, O-phospho-L-serine@1 RESID:38@16|RESID:67@103|RESID:37@111	5.67563857	4035711	1385178	1169342	6930438	14036230		2512772		3778969
1	14302.9628	63.071	64.509	Sncb_26	14302.98117	63.25366667	Q63754  (1-134) [Acetyl] & [47.9857]	1.51e-15							164068.8							
7	14304.96522	62.675	64.713											33808915	14571920	769162.8	4394347	3086546		3211530	4934921	227270.45
14	14306.12302	38.64	40.654											2117736.85	1264058	1189658.5	1310011	3364178	229444.05	2437726		3594206
1	14307.12938	38.692	40.276														3994533					
1	14307.52316	79.425	80.317												91228.81							
1	14309.1523	39.471	41.576														271440.1					
3	14310.5057	79.272	80.306											257523.4	155749.45		89957.36					
1	14311.521	79.329	80.317											152539.4								
10	14320.9427	61.356	62.825											35834520	26460670	1312247	1770020	6690285	78587.59	2636441	10754680	138687.3
10	14321.67106	38.73	40.591											1805001	460029.8	425852.1	2552790	2944152.5		1296290		2483996
1	14323.18105	38.64	40.307														2525807					
1	14327.1844	40.853	42.529											164471.8								
3	14328.7079	84.26	85.018											17642.89								
1	14330.61565	38.188	42.094											1114158						491643.7		
1	14334.65135	38.87	41.597													168149		493224.6		223742.3		596484.2
1	14334.9328	69.14	70.42											942734.3								
1	14336.1496	39.403	40.466																			339465.8
1	14338.72139	37.894	41.661														970468.1			589128.8		
2	14343.1601	38.953	42.121																	772027.3		
3	14347.9251	65.7	66.935												1400427			914716.9				
1	14353.1208	39.005	41.118						P02688-4_14353.08956	14353.08956	38.94627231	P02688-4  (2-128) O-phospho-L-threonine@1, O-phospho-L-serine@1, O-phospho-L-threonine@1 RESID:38@16|RESID:37@18|RESID:38@19	51.73061153									97800.58
1	14356.19915	41.271	43.39																	104369.3		
1	14369.18441	38.908	41.292																			138094.2
1	14369.69375	51.978	53.381																473858.1			
2	14372.70975	54.123	55.539											1282921		175710.5						
1	14377.95136	62.686	63.838														278027.6					
1	14380.0094	86.709	87.895	Nutf2_0	14380.01849	87.42	P61972  (2-127) [Acetyl]	4.34e-07	P61972_14380.0183	14380.0183	87.95455764	P61972  (2-127)  	2.999949348		108933.2							
4	14381.0012	86.682	87.914											50403.58	28994.605							
1	14382.10419	63.343	64.096														311125.2					
1	14384.1872	61.828	62.575														159603					
1	14385.23686	62.41	64.412														158193.6					
1	14385.5613	57.198	59.759													120659.7						
1	14387.92817	64.081	65.589											506737.3								
1	14389.2447	77.158	78.531																		32230.55	
1	14391.2707	75.959	78.602						Q5PQZ9_14391.29652	14391.29652	78.09762917	Q5PQZ9  (1-120)  	2.129234001	42777.13	57359.13						96238.99	
4	14392.2699	76.511	78.657												97239.11						71055.34	
1	14394.2938	75.805	77.134												69422.41							
1	14399.7207	71.117	73.676	Pfdn6_2	14399.72125	72.98016667	Q6MGC4  (2-127) [Acetyl]	5.19e-14	Q6MGC4_14399.72102	14399.72102	72.9272417	Q6MGC4  (2-127)  	5.7e-31	345047.8							193968.9	
13	14401.66488	71.317	73.008											1449977	744121.3	114788.2	690250.55	85877.725		349191.15	472188.3	12876.16
1	14406.21352	63.069	64.894																		214273.2	
1	14407.58182	39.143	41.615																	38993.47		
1	14410.3716	63.696	64.905																85570.63			
1	14414.37945	56.562	57.834														137274.8		47534.94			
1	14415.6506	70.405	71.971						G3V6F6_14415.54862	14415.54862	71.92732019	G3V6F6  (361-488)  	1.83e-05	5568745	1211059		363565.1	91338.5	12606.46	472631.2	467426.4	
9	14416.66007	70.362	72.137											255689.5	604250.05		69076.9	196997.75		188212.7	415733.2	
1	14417.6682	70.29	73.109											3747383	1469913					221237.7		
1	14420.27	37.408	41.74														918358.9					
1	14423.85517	61.462	63.248																		93022.88	
1	14424.97472	57.943	60.041																		121197.5	
1	14441.4505	32.228	33.19											203581.8	65416.17		92914.08		24013.39		279194.5	
2	14443.45662	32.236	33.198											219394.95			106105.85		24013.39		289243.05	
1	14444.45858	32.236	33.206																		231059.5	
9	14461.58427	61.29	63.356											1489313	522976	123670.4			54252.73			
1	14462.6565	61.373	63.696											876816.3								
1	14465.05577	63.551	65.88											935686.9								
1	14466.2702	37.227	38.77											109432.9								
4	14470.9356	30.825	31.792												106465.8	114407.7	95984.03	76204.49	46524.82		73297.9	82556.735
5	14471.4884	83.473	84.398											52911.29	80127.04	14509.325	24586.725	8433.5		17650.42	49840.705	
1	14473.17008	39.686	41.591												411362.1							
5	14473.6884	94.507	95.501											44091.78								
8	14476.62133	60.636	62.694											935512.25					29218.495			
1	14478.09445	63.656	65.066														662136.8	613997.4				
3	14481.10025	63.755	65.196														794690.7	696884.1				60754.65
3	14481.29178	36.893	38.716											323776.5				261009.7				
1	14482.307	36.738	38.54											228844.6								
1	14485.5171	62.782	64.081												350329							
1	14486.9986	62.637	63.789											738845.8	446978.9							
1	14488.5485	62.507	64.364											725415								
1	14491.52477	60.146	65.589											159042.9								
1	14493.16293	39.097	40.85														715682.1					
1	14495.18738	63.799	65.519											1334545								
2	14501.50795	82.842	83.52											25764.99	14038.755							
1	14502.52295	82.842	83.568											37036.25	13233.33							
1	14503.53005	82.842	83.568											28091.73	12063.34							
1	14511.3282	51.183	52.726												193702.6							
1	14540.9493	37.467	38.779																46082.63			
1	14542.9466	37.389	38.779																43639.25			
1	14547.6734	51.197	52.122														23416.41					
1	14548.1526	64.541	65.88	Snca_1	14548.20645	64.963	P37377  (1-140) [Acetyl]	1.65e-15	P37377-1_14548.20615	14548.20615	64.90467111	P37377-1  (1-140)  	1.32e-22	9457529	1794222		3902957					
8	14550.17994	64.309	65.809											679203.3	1455055.5		551218.5					
1	14557.21093	39.151	40.712															518085.9				
2	14563.1417	62.242	64.612											2146086.2			3352186					
1	14564.15425	62.087	65.564											5417265			3961375					
2	14565.63375	62.17	65.542											3694884			3853121					
1	14578.1253	60.472	63.263											3673211			1347655					
1	14579.18327	60.654	64.677											6582165	242707.3		3088529					
1	14580.1712	60.654	64.669	Snca_0	14580.19153	61.30533333	P37377  (1-140) [73.9956]	3.28e-11						6273522	332405.8		3468076	68908.04				
2	14582.11177	60.563	64.344											7111135	206019.9		1527430					
2	14595.1056	60.174	62.532											2376752	542634.8		945020.75					
1	14596.1484	60.016	63.084											1699352	601913.8		1257385					
2	14597.1939	60.147	62.664											2933424	420914.3		671027.35					
1	14598.2202	59.745	61.608											431585.4								
3	14612.17195	59.457	61.676											3067051	1805842		395975.9				210675.7	
1	14613.20374	59.58	61.993											2277787	1539460						178050.2	
1	14616.4596	38.091	40.71											5439771								
1	14618.67853	50.779	52.02						Q6PDV8_14618.73207	14618.73207	51.56018058	Q6PDV8  (2-128)  	1.298746314				77396.38					
1	14619.7107	50.989	52.02														86711.45					
1	14626.1214	59.098	61.433												11884370							
2	14627.6048	59.306	61.207											7852053.5	12565955	270586.6		1192679			631419.1	
1	14628.145	59.314	60.715						P37377-1_14628.17248	14628.17248	59.74462015	P37377-1  (1-140) O4'-phospho-L-tyrosine@1 RESID:39@124	0.003894872		195963.7							
3	14630.1419	59.287	61.326											9029790	11365505	248538.15		835481.55			600485.25	
3	14634.08265	37.52	40.698											9609094	52636.83	2632735		533963.05	1317554		249423.1	
1	14645.4833	38.404	40.406																14661.02			
1	14648.31337	75.95	77.243											233778.5								
2	14649.09565	37.057	43.108												4742095			443476.1	1484560	144736.5		
1	14650.18625	37.562	40.519														318884			251153.1		
2	14651.34555	76.096	77.389											925956.95								
1	14654.8381	38.043	39.777																	63316.78		
1	14656.1601	62.977	64.82															109799				
1	14662.71634	63.82	65.924												1950526				356132.6			
1	14664.14105	37.796	40.683													2061653						
1	14666.20312	38.107	39.905											9521056							402694.3	
1	14668.3271	38.229	40.181																722495.1			
1	14671.39703	38.554	40.233															2006260			99445.65	
1	14675.37714	115.541	116.274											55017.47	39629							
1	14676.5301	58.316	59.759	Fabp3_1	14676.54331	58.69333333	P07483  (2-133) [Acetyl]	1.89e-16	P07483_14676.54307	14676.54307	58.63858045	P07483  (2-133)  	1.28e-25	1791077	1291168		233838.9					
9	14677.51179	58.497	60.097											13928470	2558145		804584.85	907388.55	143742.2	137399.15	342625.55	
1	14677.7929	65.326	66.658											275624.5								
4	14678.93636	38.818	40.477												869273.1			1389824			200792.4	
2	14683.8874	38.039	40.517											4115767	1665329		6376452.5		449066.25		203781.9	
1	14687.60765	85.561	87.15																17796.05			
1	14688.97696	65.993	67.079															463210.4				
1	14690.5056	56.853	57.976											993008.5								
1	14690.5481	45.54	47.234																40669.59			
1	14693.80909	36.998	40.44															28054580				1219877
2	14698.26437	37.964	40.047																425417.35		211634.8	1184811
3	14698.9318	63.51	64.928														202660.2					
1	14699.93466	38.504	40.179																			5170707
1	14699.937	63.409	64.984														213040.8					
1	14700.96627	38.46	41.142																			5090389
1	14701.9847	38.815	40.611											5490325							321802.9	555594.1
1	14712.35703	38.339	40.32											6598097								
2	14714.93623	38.439	40.269											2060599	4866550.75	646684.1				2509946		
2	14715.4164	63.656	65.628														562127.8					250151.9
2	14716.89471	38.313	40.587												655899.8	627743.05		9231848	303896.2	2570838.5	723873.4	
1	14719.62765	38.87	41.2												1973165			11488710			37176.66	
1	14722.2097	66.481	68												640663.1							
1	14722.76402	38.87	40.367																	4007214		
1	14724.3025	36.792	40.611											6012571	2335208	1202892		8466686	706289.5	5468774		
1	14732.10098	38.259	40.075																			823222.7
4	14735.20901	38.045	40.005											2736788.5	1426874	234959.3	101651.415					
1	14737.0608	65.76	67.261												251205.8							
1	14737.80586	38.815	40.683											4088651	1424478							
1	14737.865	94.522	95.344											7701.03								
2	14739.91816	37.861	40.221											3995937	1452362						136197.1	3807013
1	14745.4225	63.799	65.129														165493.4					
1	14746.93903	39.318	41.576													1264631		2161889				
2	14750.46748	38.316	40.172															2026028				3197568.5
1	14753.6786	64.273	66.383											341611.7								
1	14753.89181	37.899	40.746												1433100							
1	14756.3084	96.539	97.374											7966.73								
1	14757.36353	38.188	41.597											3190529	1336568							
1	14760.49244	40.71	42.357														503609.4					
1	14764.0545	38.037	40.569													844092.8						1223153
1	14765.34011	38.54	39.977																			981531.1
1	14766.36514	38.779	41.18																			2058131
1	14767.40664	38.732	40.754																			1517961
1	14768.2132	63.984	65.519											2134875								
2	14770.20882	64.056	65.519											3168341								
1	14771.2321	63.984	65.519											1259217								
1	14785.39662	38.87	39.952																198218.3			3376643
3	14790.02551	84.79	85.528											35748.99	31985.01	8761.34	14740.64			6932.935	9997.29	
1	14791.0309	84.718	86.118											29917.58	29788.98	7565.27	10416.17			6497.26	8767.35	
1	14801.32816	39.894	41.836																			4602704
1	14801.83336	79.382	80.393											396000								
2	14803.8094	79.388	81.137											593128.75	519442.8	87298.07	114581.35				39477.635	
1	14804.88999	38.367	40.747											623221.2		207958.1	1782659			590959.9		
2	14805.34225	79.391	80.393											478240.2	365248							
4	14807.0257	85.442	86.447											15589.11			11668.14				6398	
1	14812.1168	38.504	40.466											3747524	1207180							
5	14819.11319	38.849	41.579											3475290			360428.1		1018220.25	6843075	425225.2	
3	14819.9524	65.744	67.011																		334134	
3	14820.88079	79.323	80.292											139554.4								
1	14823.42034	39.616	41.934											924622.9								
1	14830.71024	38.192	41.74											4278263			4118646	14607640				
1	14831.73246	37.323	41.432											9382272	2323608	1829580	13073610	2367088	646679.8		250564.8	
2	14834.91818	38.551	41.105											2308441		112946.4	279782.4		377780.1		187766.3	
1	14836.0119	84.309	85.19											6371.7								
1	14837.31384	39.138	42.498														627139.1				299009.6	
3	14839.01626	84.236	85.043											13696.575	3489.17							
1	14840.11651	38.417	40.473															2450687				
1	14845.3765	38.54	41.379																	1585180		
8	14851.37865	71.204	72.567											267360.4	554742.5							
2	14852.22353	38.263	40.299											161346.4		198936.9				1752475		
2	14854.37136	38.206	40.73											1039519				2335752		2325216.7		
1	14856.4646	38.229	40.857											7654644			11487550		508905.7			
1	14858.58423	38.664	41.191															18100100				
1	14864.06213	38.631	41.036																162901.9			
4	14873.1815	39.823	42.496											9788151	2556278.5	1487512.5		24821740	68898.64	2179422.15		6195441
1	14878.4329	40.754	43.411														437630.4	1697824				
1	14882.62232	39.63	41.419																	1374421		
1	14883.67554	38.506	40.611																	1339367		
1	14886.40321	38.76	40.897											4625142		525096.2			319629.9			2393794
1	14889.88648	38.573	41.519													546586.1						
1	14895.2188	42.5	44.929															164173.4				
1	14896.64399	39.005	40.276																		128157.7	
1	14899.8112	38.876	40.525																	624763.5		
1	14902.4094	39.326	41.036															693457.9				
1	14905.531	39.192	41.693														2149330					
1	14912.35806	39.354	41.047																			409617.9
1	14917.63465	41.411	43.818											190091.9								
1	14932.68703	39.05	40.885											2061536								
1	14951.5542	39.318	40.747															1422852				
1	14959.8357	38.87	40.181												618104.9							
1	14964.9211	44.895	46.087														113560.1					
1	14965.9244	57.198	58.079	Ndufb4_1	14965.95655	57.12066667	F1LPG5  (2-129) [Acetyl]	4.32e-14	F1LPG5_14965.9563	14965.9563	57.07133454	F1LPG5  (2-129)  	2.09e-27	14091640	10070640	1951328	4204322	1088030	320931	2018838	1206639	1098722
4	14967.88138	39.388	41.602																59054.94			613342.4
10	14967.91898	57.002	58.428											12123453.5	3965621	1577873	611449.3	879246.7	190941.45	1829926.5	2267949.5	855443
1	14973.54764	40.036	41.974																46846.87			
5	14981.3243	83.523	84.675											52432.53	66735.715	11440.03	24297.77	6860.81		17621.17	43113.09	3053.75
3	14981.8857	56.974	58.169											2236207.5	709137.4		590232.9	181476.8		126385.15	170257.15	117775.4
1	14982.8888	56.719	58.04	Ndufb4_0	14983.12339	57.3695	F1LPG5  (2-129) [Acetyl] & [17.1668]	1.63e-05						1287558			527859.2	159103				
1	14993.62314	37.614	39.851												1437048							
1	15010.305	82.842	83.53											29787.79	14235.13							
2	15012.3118	82.74	83.549											31827.115	17973.185							
1	15013.33967	82.699	83.568											30305.51								
2	15015.81435	67.59	69.363																132904.75		304576.2	272989.75
1	15015.87593	38.637	40.075																			660761.6
1	15016.35531	67.895	68.976						D3ZXP3_15016.37428	15016.37428	68.41746435	D3ZXP3  (2-143)  	2.802192956						151199.5			
1	15017.30945	67.142	69.181																130446.9			371150.4
1	15023.6663	86.072	87.611	Atp5f1d_7	15023.66985	85.87783333	G3V7Y3  (23-168) [-2.0444]	3.92e-14						9356811	19409730	2025914	31330.98	4597231	796190.8	6193766	7422921	6537511
3	15024.4193	96.539	97.374											8442.83								
1	15025.6922	85.994	87.254	Atp5f1d_10	15025.71429	86.15966667	G3V7Y3  (23-168) 	1.23e-26	G3V7Y3_15025.71397	15025.71397	86.22992017	G3V7Y3  (23-168)  	4.08e-61	8930810	16711870	3715973	5446421	4970712	1365100	6849499	8554470	5996084
10	15027.185	86.016	87.089											790046.3	2473986	204632.9	394866.3	491553.6	35291.3	556796.8	678459.2	249004.6
2	15027.61173	38.603	40.273														2220035	5567866				
1	15030.67561	38.298	40.398															1653247				
4	15041.162	85.89	87.134											354403	550996.2			374497.4		91710.935		97219.76
1	15042.65783	85.515	86.929												983446.3			645525.1				
3	15042.6639	85.589	87.017	Atp5f1d_0 & Atp5f1d_2 & Atp5f1d_3	15043.12426 & 15041.67895 & 15042.12704	85.89616667 & 86.02516667 & 86.54416667	G3V7Y3  (23-168) [17.4100] & G3V7Y3  (23-168) [15.9647] & P35434  (26-168) [254.5735]	1.25e-09 & 1.73e-12 & 0.000339778							213263			127172.4		88232.59		99233.11
2	15044.92472	55.562	57.742												205942.6				61806.695			
2	15046.951	56.493	57.708																78077.65			
1	15054.5526	57.879	59.098											194832.8								
2	15060.4491	38.794	40.484																	156593.2		273231.9
1	15065.6629	87.005	88.28																		25149.86	
1	15068.16944	45.932	47.042																15372.19			
2	15071.64544	57.007	58.681											814824.5	225316.4						203486.5	
1	15071.66749	57.198	59.085	Ssbp1_0	15071.72063	57.3485	P28042  (17-148) 	1.43e-05	A0A0G2K747_15071.72041	15071.72041	57.29408878	A0A0G2K747  (17-148)  	1.5e-12	877549	313735.7						320007.8	
2	15073.668	57.214	59.452												258067.7						262579.6	
1	15074.87582	92.793	93.887												338554.6							
1	15075.3059	92.433	93.967						B7X6I3_15075.87833	15075.87833	93.03135308	B7X6I3  (1-149)  	7.16e-18	118989.3	513099							
1	15076.83705	92.63	94.046												488324.7							
1	15077.87648	92.842	94.046												425726.5							
1	15082.67495	86.776	87.56											2140838	1069619			695733.9		196753.8		
3	15084.6788	86.637	87.524											2185856	979751.4	733471.9	387418.8	678594.9	45645.87	301047.7	1208038	209877.9
1	15085.67976	86.665	87.453													625129.2	368161.8				1169080	
1	15087.85752	46.746	48.036																		112634.2	
1	15094.23428	68.146	70.257											829613.4								
1	15104.49639	68.281	70.42												463976.5							
1	15104.9319	91.591	92.771						Q5FVI4_15104.7705	15104.7705	92.17677196	Q5FVI4  (2-149) O-phospho-L-serine@1, O-phospho-L-serine@1 RESID:37@8|RESID:37@93	2.18e-10	110720.3								
1	15104.94903	43.796	44.978																			144261.1
1	15105.85909	91.453	92.88											145337.6								
2	15107.82637	91.512	93.193											181973.7								
2	15109.78246	91.41	92.964											171380.7								
1	15118.37711	67.138	68.52											560634.5								
1	15123.97875	58.671	62.41											1907088	676797.7						211721.7	
3	15124.82217	91.591	93.153											275615.5	143098.7							
1	15124.981	58.773	62.181						D4A3V2_15125.03685	15125.03685	59.15051766	D4A3V2  (2-130)  	21.6857118	2281086	2069089						228858.9	
1	15125.83866	91.591	93.072											147194								
1	15125.9586	58.743	62.376											2285317	2162403						132262.3	
1	15126.9779	58.743	62.376											835722.7	2215656						138420.5	
1	15137.7899	38.013	39.722															1594507				
2	15138.35969	44.908	45.83														166318.5				156560.6	
2	15143.064	62.046	63.911												770873.6						47772.66	
1	15143.64596	64.192	65.471						A0A0G2JSV6_15143.73577	15143.73577	64.74937391	A0A0G2JSV6  (2-142)  	0.50955256		792615.8							
1	15144.7305	63.935	65.589												641588.3							
2	15154.9015	46.231	47.508													144646.2		290946.5		252764.1		
1	15154.94235	63.409	65.519	Cplx1_3	15154.47363	64.45016667	P63041  (1-134) [Acetyl]	7.57e-11	P63041_15154.47335	15154.47335	64.40720704	P63041  (1-134)  	7.38e-23	31128610	7847529							
1	15155.79495	93.072	94.375	Cend1_15	15156.2445	93.644	Q5FVI4  (1-149) [Acetyl] & [80.3658]	1.77e-07	Q5FVI4_15155.84466	15155.84466	93.45764654	Q5FVI4  (1-149) O-phospho-L-serine@1 RESID:37@9	2.97e-14	100609.7	278383.3							
7	15156.45333	63.714	65.472											26743200	3728101.5							
4	15158.80874	93.132	94.512											87836.53	202080.8		53382.16					
1	15167.44473	63.23	65.638											6562434								
1	15167.82778	43.165	44.969														149997.5					
2	15169.45691	63.525	65.292											12183930	4990984							
1	15170.4492	63.119	65.258	Cplx1_1	15170.4811	64.015	P63041  (1-134) [Acetyl] & [Plus1Oxy]	1.71e-08						10572040	4901521							
1	15170.7693	92.959	94.046												76911.07							
2	15170.95489	57.108	59.098											588035.7	384185.05							
1	15171.42654	63.119	65.387											11752230	4401042							
2	15176.75955	64.081	65.724												372222.1							
3	15177.0211	57.865	59.547																	422581.6		
1	15178.7616	85.945	87.184											179222.1								
1	15184.46198	63.23	65.129											2478547	1162856							
1	15185.42349	62.83	64.85	Cplx1_0	15185.47366	65.22133333	P63041  (1-134) [Acetyl] & [Plus2Oxy]	1.38e-05						3148373								
1	15188.02379	63.722	65.36	Hba1_5	15187.7259	64.60016667	P01946  (2-142) 	8.77e-11	B1H216_15187.7256	15187.7256	64.56139548	B1H216  (2-142)  	1.02e-23	2136862	1580806							
4	15189.2307	51.586	52.764											865143.1	822756.2						246535.55	
